,campeonato,ano,rodada,data,mandante,visitante,gols_mandante,gols_visitante,resultado
2738,brasileiro-a,2010,38,05-12,Atlético-PR,Avaí,1,0,MANDANTE
2739,brasileiro-a,2010,38,05-12,Cruzeiro,Palmeiras,2,1,MANDANTE
2740,brasileiro-a,2010,38,05-12,Fluminense,Guarani,1,0,MANDANTE
2741,brasileiro-a,2010,38,05-12,Goias,Corinthians,1,1,EMPATE
2742,brasileiro-a,2010,38,05-12,Grêmio,Botafogo,3,0,MANDANTE
2743,brasileiro-a,2010,38,05-12,Santos,Flamengo,0,0,EMPATE
2744,brasileiro-a,2010,38,05-12,São Paulo,Atlético-MG,4,0,MANDANTE
2745,brasileiro-a,2010,38,05-12,Vasco,Ceará,2,0,MANDANTE
2746,brasileiro-a,2010,38,05-12,Vitória,Atlético-GO,0,0,EMPATE
2747,brasileiro-a,2010,38,02-12,Barueri,Internacional,0,3,VISITANTE
2748,brasileiro-a,2010,37,28-11,Atlético-GO,São Paulo,1,1,EMPATE
2749,brasileiro-a,2010,37,28-11,Atlético-MG,Goias,3,1,MANDANTE
2750,brasileiro-a,2010,37,28-11,Avaí,Santos,3,2,MANDANTE
2751,brasileiro-a,2010,37,28-11,Botafogo,Barueri,3,1,MANDANTE
2752,brasileiro-a,2010,37,28-11,Ceará,Atlético-PR,1,1,EMPATE
2753,brasileiro-a,2010,37,28-11,Corinthians,Vasco,2,0,MANDANTE
2754,brasileiro-a,2010,37,28-11,Flamengo,Cruzeiro,1,2,VISITANTE
2755,brasileiro-a,2010,37,28-11,Guarani,Grêmio,0,3,VISITANTE
2756,brasileiro-a,2010,37,28-11,Internacional,Vitória,1,1,EMPATE
2757,brasileiro-a,2010,37,28-11,Palmeiras,Fluminense,1,2,VISITANTE
2758,brasileiro-a,2010,36,21-11,Goias,Santos,1,4,VISITANTE
2759,brasileiro-a,2010,36,21-11,Avaí,Atlético-GO,3,0,MANDANTE
2760,brasileiro-a,2010,36,21-11,Cruzeiro,Vasco,3,1,MANDANTE
2761,brasileiro-a,2010,36,21-11,Botafogo,Internacional,1,2,VISITANTE
2762,brasileiro-a,2010,36,21-11,Palmeiras,Atlético-MG,0,2,VISITANTE
2763,brasileiro-a,2010,36,21-11,São Paulo,Fluminense,1,4,VISITANTE
2764,brasileiro-a,2010,36,21-11,Vitória,Corinthians,1,1,EMPATE
2765,brasileiro-a,2010,36,20-11,Barueri,Ceará,1,1,EMPATE
2766,brasileiro-a,2010,36,20-11,Flamengo,Guarani,2,1,MANDANTE
2767,brasileiro-a,2010,36,20-11,Grêmio,Atlético-PR,3,1,MANDANTE
2768,brasileiro-a,2010,35,14-11,Atlético-PR,Barueri,2,1,MANDANTE
2769,brasileiro-a,2010,35,14-11,Vasco,São Paulo,1,1,EMPATE
2770,brasileiro-a,2010,35,14-11,Atlético-GO,Palmeiras,3,0,MANDANTE
2771,brasileiro-a,2010,35,14-11,Fluminense,Goias,1,1,EMPATE
2772,brasileiro-a,2010,35,14-11,Guarani,Vitória,1,1,EMPATE
2773,brasileiro-a,2010,35,14-11,Internacional,Avaí,2,3,VISITANTE
2774,brasileiro-a,2010,35,13-11,Atlético-MG,Flamengo,4,1,MANDANTE
2775,brasileiro-a,2010,35,13-11,Corinthians,Cruzeiro,1,0,MANDANTE
2776,brasileiro-a,2010,35,13-11,Santos,Grêmio,0,0,EMPATE
2777,brasileiro-a,2010,35,10-11,Ceará,Botafogo,2,2,EMPATE
2778,brasileiro-a,2010,34,07-11,Flamengo,Atlético-PR,0,1,VISITANTE
2779,brasileiro-a,2010,34,07-11,Fluminense,Vasco,1,0,MANDANTE
2780,brasileiro-a,2010,34,07-11,Palmeiras,Guarani,1,0,MANDANTE
2781,brasileiro-a,2010,34,07-11,Avaí,Botafogo,0,0,EMPATE
2782,brasileiro-a,2010,34,07-11,Barueri,Goias,4,1,MANDANTE
2783,brasileiro-a,2010,34,07-11,São Paulo,Corinthians,0,2,VISITANTE
2784,brasileiro-a,2010,34,07-11,Vitória,Cruzeiro,0,1,VISITANTE
2785,brasileiro-a,2010,34,06-11,Atlético-GO,Internacional,2,2,EMPATE
2786,brasileiro-a,2010,34,06-11,Atlético-MG,Santos,2,2,EMPATE
2787,brasileiro-a,2010,34,06-11,Grêmio,Ceará,5,1,MANDANTE
2788,brasileiro-a,2010,33,04-11,Atlético-PR,Palmeiras,1,0,MANDANTE
2789,brasileiro-a,2010,33,04-11,Vasco,Barueri,2,1,MANDANTE
2790,brasileiro-a,2010,33,03-11,Ceará,Flamengo,2,2,EMPATE
2791,brasileiro-a,2010,33,03-11,Corinthians,Avaí,4,0,MANDANTE
2792,brasileiro-a,2010,33,03-11,Cruzeiro,São Paulo,0,2,VISITANTE
2793,brasileiro-a,2010,33,03-11,Botafogo,Atlético-GO,3,2,MANDANTE
2794,brasileiro-a,2010,33,03-11,Goias,Grêmio,0,2,VISITANTE
2795,brasileiro-a,2010,33,03-11,Guarani,Atlético-MG,0,0,EMPATE
2796,brasileiro-a,2010,33,03-11,Internacional,Fluminense,0,0,EMPATE
2797,brasileiro-a,2010,33,03-11,Santos,Vitória,1,1,EMPATE
2798,brasileiro-a,2010,32,30-10,Atlético-MG,Botafogo,0,2,VISITANTE
2799,brasileiro-a,2010,32,30-10,Avaí,Guarani,1,0,MANDANTE
2800,brasileiro-a,2010,32,30-10,Barueri,Cruzeiro,0,2,VISITANTE
2801,brasileiro-a,2010,32,30-10,Palmeiras,Goias,3,2,MANDANTE
2802,brasileiro-a,2010,32,30-10,Internacional,Santos,1,1,EMPATE
2803,brasileiro-a,2010,32,30-10,Vitória,Vasco,4,2,MANDANTE
2804,brasileiro-a,2010,32,28-10,Atlético-GO,Ceará,1,1,EMPATE
2805,brasileiro-a,2010,32,28-10,Fluminense,Grêmio,2,0,MANDANTE
2806,brasileiro-a,2010,32,28-10,São Paulo,Atlético-PR,2,1,MANDANTE
2807,brasileiro-a,2010,32,27-10,Flamengo,Corinthians,1,1,EMPATE
2808,brasileiro-a,2010,31,24-10,Cruzeiro,Atlético-MG,3,4,VISITANTE
2809,brasileiro-a,2010,31,24-10,Grêmio,Internacional,2,2,EMPATE
2810,brasileiro-a,2010,31,24-10,Santos,Barueri,2,3,VISITANTE
2811,brasileiro-a,2010,31,24-10,Vasco,Flamengo,1,1,EMPATE
2812,brasileiro-a,2010,31,24-10,Atlético-PR,Fluminense,2,2,EMPATE
2813,brasileiro-a,2010,31,24-10,Ceará,São Paulo,2,0,MANDANTE
2814,brasileiro-a,2010,31,24-10,Corinthians,Palmeiras,1,0,MANDANTE
2815,brasileiro-a,2010,31,24-10,Goias,Avaí,1,0,MANDANTE
2816,brasileiro-a,2010,31,23-10,Botafogo,Vitória,1,0,MANDANTE
2817,brasileiro-a,2010,31,23-10,Guarani,Atlético-GO,0,1,VISITANTE
2818,brasileiro-a,2010,30,17-10,Fluminense,Botafogo,0,0,EMPATE
2819,brasileiro-a,2010,30,17-10,Palmeiras,Ceará,1,1,EMPATE
2820,brasileiro-a,2010,30,17-10,São Paulo,Santos,4,3,MANDANTE
2821,brasileiro-a,2010,30,17-10,Vitória,Barueri,2,0,MANDANTE
2822,brasileiro-a,2010,30,17-10,Atlético-GO,Vasco,2,0,MANDANTE
2823,brasileiro-a,2010,30,17-10,Atlético-MG,Avaí,2,0,MANDANTE
2824,brasileiro-a,2010,30,17-10,Grêmio,Cruzeiro,2,1,MANDANTE
2825,brasileiro-a,2010,30,17-10,Guarani,Corinthians,0,0,EMPATE
2826,brasileiro-a,2010,30,16-10,Atlético-PR,Goias,2,1,MANDANTE
2827,brasileiro-a,2010,30,16-10,Flamengo,Internacional,3,0,MANDANTE
2828,brasileiro-a,2010,13,13-10,Santos,Internacional,1,0,MANDANTE
2829,brasileiro-a,2010,18,13-10,Vasco,Corinthians,2,0,MANDANTE
2830,brasileiro-a,2010,29,10-10,Ceará,Guarani,2,0,MANDANTE
2831,brasileiro-a,2010,29,10-10,Internacional,Atlético-MG,1,0,MANDANTE
2832,brasileiro-a,2010,29,10-10,Avaí,Flamengo,2,2,EMPATE
2833,brasileiro-a,2010,29,10-10,Botafogo,Palmeiras,0,0,EMPATE
2834,brasileiro-a,2010,29,10-10,Corinthians,Atlético-GO,3,4,VISITANTE
2835,brasileiro-a,2010,29,10-10,Cruzeiro,Fluminense,1,0,MANDANTE
2836,brasileiro-a,2010,29,10-10,Goias,Vitória,1,0,MANDANTE
2837,brasileiro-a,2010,29,09-10,Barueri,São Paulo,2,3,VISITANTE
2838,brasileiro-a,2010,29,09-10,Santos,Atlético-PR,2,0,MANDANTE
2839,brasileiro-a,2010,29,09-10,Vasco,Grêmio,3,3,EMPATE
2840,brasileiro-a,2010,28,07-10,Flamengo,Atlético-GO,2,0,MANDANTE
2841,brasileiro-a,2010,28,07-10,Goias,Cruzeiro,0,1,VISITANTE
2842,brasileiro-a,2010,28,07-10,Palmeiras,Avaí,4,1,MANDANTE
2843,brasileiro-a,2010,28,06-10,Atlético-MG,Corinthians,2,1,MANDANTE
2844,brasileiro-a,2010,28,06-10,Atlético-PR,Vasco,0,0,EMPATE
2845,brasileiro-a,2010,28,06-10,Ceará,Internacional,1,0,MANDANTE
2846,brasileiro-a,2010,28,06-10,São Paulo,Vitória,2,0,MANDANTE
2847,brasileiro-a,2010,28,06-10,Fluminense,Santos,0,3,VISITANTE
2848,brasileiro-a,2010,28,06-10,Grêmio,Barueri,4,0,MANDANTE
2849,brasileiro-a,2010,28,06-10,Guarani,Botafogo,1,1,EMPATE
2850,brasileiro-a,2010,27,02-10,Atlético-GO,Atlético-MG,2,3,VISITANTE
2851,brasileiro-a,2010,27,02-10,Avaí,São Paulo,0,0,EMPATE
2852,brasileiro-a,2010,27,02-10,Botafogo,Flamengo,1,1,EMPATE
2853,brasileiro-a,2010,27,02-10,Cruzeiro,Atlético-PR,0,0,EMPATE
2854,brasileiro-a,2010,27,02-10,Internacional,Guarani,3,0,MANDANTE
2855,brasileiro-a,2010,27,02-10,Barueri,Fluminense,1,1,EMPATE
2856,brasileiro-a,2010,27,02-10,Corinthians,Ceará,2,2,EMPATE
2857,brasileiro-a,2010,27,02-10,Santos,Palmeiras,1,1,EMPATE
2858,brasileiro-a,2010,27,02-10,Vitória,Grêmio,0,3,VISITANTE
2859,brasileiro-a,2010,27,01-10,Vasco,Goias,3,2,MANDANTE
2860,brasileiro-a,2010,26,29-09,Ceará,Atlético-MG,0,0,EMPATE
2861,brasileiro-a,2010,26,29-09,Corinthians,Botafogo,1,1,EMPATE
2862,brasileiro-a,2010,26,29-09,Grêmio,São Paulo,4,2,MANDANTE
2863,brasileiro-a,2010,26,29-09,Fluminense,Avaí,1,0,MANDANTE
2864,brasileiro-a,2010,26,29-09,Atlético-PR,Vitória,1,0,MANDANTE
2865,brasileiro-a,2010,26,29-09,Barueri,Guarani,4,2,MANDANTE
2866,brasileiro-a,2010,26,29-09,Cruzeiro,Atlético-GO,3,0,MANDANTE
2867,brasileiro-a,2010,26,29-09,Palmeiras,Internacional,2,0,MANDANTE
2868,brasileiro-a,2010,26,28-09,Goias,Flamengo,1,1,EMPATE
2869,brasileiro-a,2010,26,28-09,Vasco,Santos,3,1,MANDANTE
2870,brasileiro-a,2010,25,26-09,Atlético-MG,Grêmio,1,2,VISITANTE
2871,brasileiro-a,2010,25,26-09,Avaí,Ceará,5,0,MANDANTE
2872,brasileiro-a,2010,25,26-09,Botafogo,Atlético-PR,1,1,EMPATE
2873,brasileiro-a,2010,25,26-09,Internacional,Corinthians,3,2,MANDANTE
2874,brasileiro-a,2010,25,26-09,Vitória,Fluminense,1,2,VISITANTE
2875,brasileiro-a,2010,25,25-09,Atlético-GO,Barueri,3,0,MANDANTE
2876,brasileiro-a,2010,25,25-09,Flamengo,Palmeiras,1,3,VISITANTE
2877,brasileiro-a,2010,25,25-09,Guarani,Vasco,1,0,MANDANTE
2878,brasileiro-a,2010,25,25-09,Santos,Cruzeiro,4,1,MANDANTE
2879,brasileiro-a,2010,25,25-09,São Paulo,Goias,0,3,VISITANTE
2880,brasileiro-a,2010,24,23-09,Fluminense,Atlético-MG,5,1,MANDANTE
2881,brasileiro-a,2010,24,23-09,Vitória,Avaí,3,0,MANDANTE
2882,brasileiro-a,2010,24,22-09,Atlético-PR,Internacional,1,0,MANDANTE
2883,brasileiro-a,2010,24,22-09,Grêmio,Flamengo,2,2,EMPATE
2884,brasileiro-a,2010,24,22-09,Santos,Corinthians,2,3,VISITANTE
2885,brasileiro-a,2010,24,22-09,Vasco,Botafogo,2,2,EMPATE
2886,brasileiro-a,2010,24,22-09,Barueri,Palmeiras,0,1,VISITANTE
2887,brasileiro-a,2010,24,22-09,Cruzeiro,Ceará,2,0,MANDANTE
2888,brasileiro-a,2010,24,22-09,Goias,Atlético-GO,1,3,VISITANTE
2889,brasileiro-a,2010,24,22-09,São Paulo,Guarani,2,1,MANDANTE
2890,brasileiro-a,2010,23,19-09,Avaí,Grêmio,0,3,VISITANTE
2891,brasileiro-a,2010,23,19-09,Ceará,Goias,1,1,EMPATE
2892,brasileiro-a,2010,23,19-09,Flamengo,Fluminense,3,3,EMPATE
2893,brasileiro-a,2010,23,19-09,Atlético-MG,Vitória,2,3,VISITANTE
2894,brasileiro-a,2010,23,19-09,Guarani,Santos,0,0,EMPATE
2895,brasileiro-a,2010,23,19-09,Internacional,Vasco,1,0,MANDANTE
2896,brasileiro-a,2010,23,19-09,Palmeiras,São Paulo,0,2,VISITANTE
2897,brasileiro-a,2010,23,18-09,Atlético-GO,Atlético-PR,1,2,VISITANTE
2898,brasileiro-a,2010,23,18-09,Botafogo,Cruzeiro,2,2,EMPATE
2899,brasileiro-a,2010,23,18-09,Corinthians,Barueri,3,0,MANDANTE
2900,brasileiro-a,2010,22,16-09,São Paulo,Internacional,1,3,VISITANTE
2901,brasileiro-a,2010,22,16-09,Vasco,Avaí,1,1,EMPATE
2902,brasileiro-a,2010,22,15-09,Barueri,Flamengo,1,2,VISITANTE
2903,brasileiro-a,2010,22,15-09,Fluminense,Corinthians,1,2,VISITANTE
2904,brasileiro-a,2010,22,15-09,Vitória,Ceará,0,0,EMPATE
2905,brasileiro-a,2010,22,15-09,Atlético-PR,Atlético-MG,2,1,MANDANTE
2906,brasileiro-a,2010,22,15-09,Cruzeiro,Guarani,4,2,MANDANTE
2907,brasileiro-a,2010,22,15-09,Goias,Botafogo,4,1,MANDANTE
2908,brasileiro-a,2010,22,15-09,Grêmio,Palmeiras,1,2,VISITANTE
2909,brasileiro-a,2010,22,15-09,Santos,Atlético-GO,4,2,MANDANTE
2910,brasileiro-a,2010,21,12-09,Ceará,Santos,2,1,MANDANTE
2911,brasileiro-a,2010,21,12-09,Guarani,Atlético-PR,1,0,MANDANTE
2912,brasileiro-a,2010,21,12-09,Internacional,Goias,0,0,EMPATE
2913,brasileiro-a,2010,21,12-09,Atlético-MG,Barueri,1,0,MANDANTE
2914,brasileiro-a,2010,21,12-09,Avaí,Cruzeiro,1,2,VISITANTE
2915,brasileiro-a,2010,21,12-09,Botafogo,São Paulo,2,0,MANDANTE
2916,brasileiro-a,2010,21,12-09,Palmeiras,Vasco,0,0,EMPATE
2917,brasileiro-a,2010,21,11-09,Atlético-GO,Fluminense,2,1,MANDANTE
2918,brasileiro-a,2010,21,11-09,Corinthians,Grêmio,0,1,VISITANTE
2919,brasileiro-a,2010,21,11-09,Flamengo,Vitória,2,2,EMPATE
2920,brasileiro-a,2010,20,09-09,Barueri,Avaí,1,1,EMPATE
2921,brasileiro-a,2010,20,09-09,Santos,Botafogo,0,1,VISITANTE
2922,brasileiro-a,2010,20,09-09,Vasco,Atlético-MG,1,1,EMPATE
2923,brasileiro-a,2010,20,08-09,Atlético-PR,Corinthians,1,1,EMPATE
2924,brasileiro-a,2010,20,08-09,São Paulo,Flamengo,2,0,MANDANTE
2925,brasileiro-a,2010,20,08-09,Vitória,Palmeiras,1,1,EMPATE
2926,brasileiro-a,2010,20,08-09,Cruzeiro,Internacional,1,0,MANDANTE
2927,brasileiro-a,2010,20,08-09,Fluminense,Ceará,3,1,MANDANTE
2928,brasileiro-a,2010,20,08-09,Goias,Guarani,3,1,MANDANTE
2929,brasileiro-a,2010,20,08-09,Grêmio,Atlético-GO,2,0,MANDANTE
2930,brasileiro-a,2010,19,05-09,Atlético-GO,Vitória,4,1,MANDANTE
2931,brasileiro-a,2010,19,05-09,Atlético-MG,São Paulo,2,3,VISITANTE
2932,brasileiro-a,2010,19,05-09,Internacional,Barueri,2,0,MANDANTE
2933,brasileiro-a,2010,19,05-09,Avaí,Atlético-PR,0,1,VISITANTE
2934,brasileiro-a,2010,19,05-09,Flamengo,Santos,0,0,EMPATE
2935,brasileiro-a,2010,19,05-09,Guarani,Fluminense,2,1,MANDANTE
2936,brasileiro-a,2010,19,05-09,Palmeiras,Cruzeiro,2,3,VISITANTE
2937,brasileiro-a,2010,19,04-09,Botafogo,Grêmio,2,2,EMPATE
2938,brasileiro-a,2010,19,04-09,Ceará,Vasco,0,2,VISITANTE
2939,brasileiro-a,2010,19,04-09,Corinthians,Goias,5,1,MANDANTE
2940,brasileiro-a,2010,18,02-09,Santos,Avaí,2,1,MANDANTE
2941,brasileiro-a,2010,18,02-09,São Paulo,Atlético-GO,2,1,MANDANTE
2942,brasileiro-a,2010,18,01-09,Atlético-PR,Ceará,2,1,MANDANTE
2943,brasileiro-a,2010,18,01-09,Cruzeiro,Flamengo,1,0,MANDANTE
2944,brasileiro-a,2010,18,01-09,Fluminense,Palmeiras,1,1,EMPATE
2945,brasileiro-a,2010,18,01-09,Goias,Atlético-MG,1,3,VISITANTE
2946,brasileiro-a,2010,18,01-09,Barueri,Botafogo,0,1,VISITANTE
2947,brasileiro-a,2010,18,01-09,Grêmio,Guarani,1,0,MANDANTE
2948,brasileiro-a,2010,18,01-09,Vitória,Internacional,0,0,EMPATE
2949,brasileiro-a,2010,17,29-08,Atlético-GO,Avaí,2,2,EMPATE
2950,brasileiro-a,2010,17,29-08,Atlético-PR,Grêmio,1,1,EMPATE
2951,brasileiro-a,2010,17,29-08,Fluminense,São Paulo,2,2,EMPATE
2952,brasileiro-a,2010,17,29-08,Atlético-MG,Palmeiras,1,2,VISITANTE
2953,brasileiro-a,2010,17,29-08,Corinthians,Vitória,2,1,MANDANTE
2954,brasileiro-a,2010,17,29-08,Guarani,Flamengo,2,1,MANDANTE
2955,brasileiro-a,2010,17,28-08,Ceará,Barueri,2,2,EMPATE
2956,brasileiro-a,2010,17,28-08,Internacional,Botafogo,1,0,MANDANTE
2957,brasileiro-a,2010,17,28-08,Santos,Goias,2,0,MANDANTE
2958,brasileiro-a,2010,17,28-08,Vasco,Cruzeiro,1,1,EMPATE
2959,brasileiro-a,2010,16,26-08,Flamengo,Atlético-MG,0,0,EMPATE
2960,brasileiro-a,2010,16,26-08,Palmeiras,Atlético-GO,0,3,VISITANTE
2961,brasileiro-a,2010,16,26-08,Vitória,Guarani,1,1,EMPATE
2962,brasileiro-a,2010,16,25-08,Cruzeiro,Corinthians,1,0,MANDANTE
2963,brasileiro-a,2010,16,25-08,Grêmio,Santos,1,2,VISITANTE
2964,brasileiro-a,2010,16,25-08,São Paulo,Vasco,0,0,EMPATE
2965,brasileiro-a,2010,16,25-08,Barueri,Atlético-PR,0,1,VISITANTE
2966,brasileiro-a,2010,16,25-08,Avaí,Internacional,0,1,VISITANTE
2967,brasileiro-a,2010,16,25-08,Botafogo,Ceará,1,0,MANDANTE
2968,brasileiro-a,2010,16,25-08,Goias,Fluminense,0,3,VISITANTE
2969,brasileiro-a,2010,15,22-08,Corinthians,São Paulo,3,0,MANDANTE
2970,brasileiro-a,2010,15,22-08,Cruzeiro,Vitória,0,1,VISITANTE
2971,brasileiro-a,2010,15,22-08,Vasco,Fluminense,2,2,EMPATE
2972,brasileiro-a,2010,15,22-08,Atlético-PR,Flamengo,1,0,MANDANTE
2973,brasileiro-a,2010,15,22-08,Guarani,Palmeiras,0,0,EMPATE
2974,brasileiro-a,2010,15,22-08,Internacional,Atlético-GO,1,1,EMPATE
2975,brasileiro-a,2010,15,22-08,Santos,Atlético-MG,2,0,MANDANTE
2976,brasileiro-a,2010,15,21-08,Botafogo,Avaí,1,0,MANDANTE
2977,brasileiro-a,2010,15,21-08,Ceará,Grêmio,2,1,MANDANTE
2978,brasileiro-a,2010,15,21-08,Goias,Barueri,1,2,VISITANTE
2979,brasileiro-a,2010,14,15-08,Grêmio,Goias,2,0,MANDANTE
2980,brasileiro-a,2010,14,15-08,Vitória,Santos,4,2,MANDANTE
2981,brasileiro-a,2010,14,15-08,Avaí,Corinthians,3,2,MANDANTE
2982,brasileiro-a,2010,14,15-08,Barueri,Vasco,1,2,VISITANTE
2983,brasileiro-a,2010,14,15-08,Fluminense,Internacional,3,0,MANDANTE
2984,brasileiro-a,2010,14,15-08,São Paulo,Cruzeiro,2,2,EMPATE
2985,brasileiro-a,2010,14,14-08,Atlético-GO,Botafogo,0,2,VISITANTE
2986,brasileiro-a,2010,14,14-08,Atlético-MG,Guarani,3,1,MANDANTE
2987,brasileiro-a,2010,14,14-08,Flamengo,Ceará,1,0,MANDANTE
2988,brasileiro-a,2010,14,14-08,Palmeiras,Atlético-PR,2,0,MANDANTE
2989,brasileiro-a,2010,13,08-08,Atlético-PR,São Paulo,1,1,EMPATE
2990,brasileiro-a,2010,13,08-08,Cruzeiro,Barueri,0,0,EMPATE
2991,brasileiro-a,2010,13,08-08,Vasco,Vitória,1,0,MANDANTE
2992,brasileiro-a,2010,13,08-08,Ceará,Atlético-GO,0,0,EMPATE
2993,brasileiro-a,2010,13,08-08,Corinthians,Flamengo,1,0,MANDANTE
2994,brasileiro-a,2010,13,08-08,Goias,Palmeiras,1,1,EMPATE
2995,brasileiro-a,2010,13,08-08,Grêmio,Fluminense,1,2,VISITANTE
2996,brasileiro-a,2010,13,07-08,Botafogo,Atlético-MG,3,0,MANDANTE
2997,brasileiro-a,2010,13,07-08,Guarani,Avaí,4,1,MANDANTE
2998,brasileiro-a,2010,12,01-08,Atlético-MG,Cruzeiro,0,1,VISITANTE
2999,brasileiro-a,2010,12,01-08,Barueri,Santos,1,2,VISITANTE
3000,brasileiro-a,2010,12,01-08,Flamengo,Vasco,0,0,EMPATE
3001,brasileiro-a,2010,12,01-08,Avaí,Goias,4,1,MANDANTE
3002,brasileiro-a,2010,12,01-08,Internacional,Grêmio,0,0,EMPATE
3003,brasileiro-a,2010,12,01-08,Palmeiras,Corinthians,1,1,EMPATE
3004,brasileiro-a,2010,12,01-08,Vitória,Botafogo,1,3,VISITANTE
3005,brasileiro-a,2010,12,31-07,Atlético-GO,Guarani,1,1,EMPATE
3006,brasileiro-a,2010,12,31-07,Fluminense,Atlético-PR,3,1,MANDANTE
3007,brasileiro-a,2010,12,31-07,São Paulo,Ceará,2,1,MANDANTE
3008,brasileiro-a,2010,11,25-07,Botafogo,Fluminense,1,1,EMPATE
3009,brasileiro-a,2010,11,25-07,Ceará,Palmeiras,0,0,EMPATE
3010,brasileiro-a,2010,11,25-07,Corinthians,Guarani,3,1,MANDANTE
3011,brasileiro-a,2010,11,25-07,Cruzeiro,Grêmio,2,2,EMPATE
3012,brasileiro-a,2010,11,25-07,Goias,Atlético-PR,0,2,VISITANTE
3013,brasileiro-a,2010,11,25-07,Internacional,Flamengo,1,0,MANDANTE
3014,brasileiro-a,2010,11,25-07,Santos,São Paulo,1,0,MANDANTE
3015,brasileiro-a,2010,11,24-07,Avaí,Atlético-MG,0,0,EMPATE
3016,brasileiro-a,2010,11,24-07,Barueri,Vitória,0,0,EMPATE
3017,brasileiro-a,2010,11,24-07,Vasco,Atlético-GO,2,0,MANDANTE
3018,brasileiro-a,2010,10,22-07,Fluminense,Cruzeiro,1,0,MANDANTE
3019,brasileiro-a,2010,10,22-07,Guarani,Ceará,1,1,EMPATE
3020,brasileiro-a,2010,10,22-07,Palmeiras,Botafogo,2,2,EMPATE
3021,brasileiro-a,2010,10,21-07,Atlético-GO,Corinthians,3,1,MANDANTE
3022,brasileiro-a,2010,10,21-07,Atlético-PR,Santos,2,0,MANDANTE
3023,brasileiro-a,2010,10,21-07,Grêmio,Vasco,1,1,EMPATE
3024,brasileiro-a,2010,10,21-07,Flamengo,Avaí,1,1,EMPATE
3025,brasileiro-a,2010,10,21-07,Atlético-MG,Internacional,1,2,VISITANTE
3026,brasileiro-a,2010,10,21-07,São Paulo,Barueri,1,1,EMPATE
3027,brasileiro-a,2010,10,21-07,Vitória,Goias,2,2,EMPATE
3028,brasileiro-a,2010,9,18-07,Barueri,Grêmio,2,0,MANDANTE
3029,brasileiro-a,2010,9,18-07,Botafogo,Guarani,1,1,EMPATE
3030,brasileiro-a,2010,9,18-07,Cruzeiro,Goias,1,0,MANDANTE
3031,brasileiro-a,2010,9,18-07,Santos,Fluminense,0,1,VISITANTE
3032,brasileiro-a,2010,9,18-07,Atlético-GO,Flamengo,0,1,VISITANTE
3033,brasileiro-a,2010,9,18-07,Avaí,Palmeiras,4,2,MANDANTE
3034,brasileiro-a,2010,9,18-07,Corinthians,Atlético-MG,1,0,MANDANTE
3035,brasileiro-a,2010,9,18-07,Internacional,Ceará,2,1,MANDANTE
3036,brasileiro-a,2010,9,17-07,Vasco,Atlético-PR,3,1,MANDANTE
3037,brasileiro-a,2010,9,17-07,Vitória,São Paulo,3,2,MANDANTE
3038,brasileiro-a,2010,8,15-07,Atlético-MG,Atlético-GO,3,2,MANDANTE
3039,brasileiro-a,2010,8,15-07,Fluminense,Barueri,1,1,EMPATE
3040,brasileiro-a,2010,8,15-07,Palmeiras,Santos,2,1,MANDANTE
3041,brasileiro-a,2010,8,14-07,Ceará,Corinthians,0,0,EMPATE
3042,brasileiro-a,2010,8,14-07,Goias,Vasco,0,0,EMPATE
3043,brasileiro-a,2010,8,14-07,Guarani,Internacional,0,3,VISITANTE
3044,brasileiro-a,2010,8,14-07,Flamengo,Botafogo,1,0,MANDANTE
3045,brasileiro-a,2010,8,14-07,Atlético-PR,Cruzeiro,0,2,VISITANTE
3046,brasileiro-a,2010,8,14-07,Grêmio,Vitória,1,1,EMPATE
3047,brasileiro-a,2010,8,14-07,São Paulo,Avaí,1,2,VISITANTE
3048,brasileiro-a,2010,7,06-06,Atlético-GO,Cruzeiro,2,1,MANDANTE
3049,brasileiro-a,2010,7,06-06,Guarani,Barueri,1,0,MANDANTE
3050,brasileiro-a,2010,7,06-06,Internacional,Palmeiras,1,1,EMPATE
3051,brasileiro-a,2010,7,06-06,Atlético-MG,Ceará,0,1,VISITANTE
3052,brasileiro-a,2010,7,06-06,Botafogo,Corinthians,2,2,EMPATE
3053,brasileiro-a,2010,7,06-06,Santos,Vasco,4,0,MANDANTE
3054,brasileiro-a,2010,7,06-06,São Paulo,Grêmio,3,1,MANDANTE
3055,brasileiro-a,2010,7,05-06,Avaí,Fluminense,0,3,VISITANTE
3056,brasileiro-a,2010,7,05-06,Flamengo,Goias,1,2,VISITANTE
3057,brasileiro-a,2010,7,05-06,Vitória,Atlético-PR,1,0,MANDANTE
3058,brasileiro-a,2010,6,03-06,Corinthians,Internacional,2,0,MANDANTE
3059,brasileiro-a,2010,6,03-06,Grêmio,Atlético-MG,2,1,MANDANTE
3060,brasileiro-a,2010,6,03-06,Vasco,Guarani,0,1,VISITANTE
3061,brasileiro-a,2010,6,02-06,Cruzeiro,Santos,0,0,EMPATE
3062,brasileiro-a,2010,6,02-06,Goias,São Paulo,2,1,MANDANTE
3063,brasileiro-a,2010,6,02-06,Palmeiras,Flamengo,0,1,VISITANTE
3064,brasileiro-a,2010,6,02-06,Ceará,Avaí,2,0,MANDANTE
3065,brasileiro-a,2010,6,02-06,Atlético-PR,Botafogo,3,2,MANDANTE
